Date,Time,State,Candidate,Party,Traffic
2016-03-11,10:00:00,MO,clinton,dem,16
2016-03-11,11:00:00,MO,clinton,dem,19
2016-03-11,12:00:00,MO,clinton,dem,24
2016-03-11,13:00:00,MO,clinton,dem,20
2016-03-11,14:00:00,MO,clinton,dem,24
2016-03-11,15:00:00,MO,clinton,dem,19
2016-03-11,16:00:00,MO,clinton,dem,20
2016-03-11,17:00:00,MO,clinton,dem,18
2016-03-11,18:00:00,MO,clinton,dem,20
2016-03-11,19:00:00,MO,clinton,dem,21
2016-03-11,20:00:00,MO,clinton,dem,19
2016-03-11,21:00:00,MO,clinton,dem,24
2016-03-11,22:00:00,MO,clinton,dem,23
2016-03-11,23:00:00,MO,clinton,dem,28
2016-03-12,0:00:00,MO,clinton,dem,30
2016-03-12,1:00:00,MO,clinton,dem,27
2016-03-12,2:00:00,MO,clinton,dem,27
2016-03-12,3:00:00,MO,clinton,dem,27
2016-03-12,4:00:00,MO,clinton,dem,33
2016-03-12,5:00:00,MO,clinton,dem,29
2016-03-12,6:00:00,MO,clinton,dem,25
2016-03-12,7:00:00,MO,clinton,dem,23
2016-03-12,8:00:00,MO,clinton,dem,23
2016-03-12,9:00:00,MO,clinton,dem,23
2016-03-12,10:00:00,MO,clinton,dem,22
2016-03-12,11:00:00,MO,clinton,dem,22
2016-03-12,12:00:00,MO,clinton,dem,28
2016-03-12,13:00:00,MO,clinton,dem,32
2016-03-12,14:00:00,MO,clinton,dem,29
2016-03-12,15:00:00,MO,clinton,dem,25
2016-03-12,16:00:00,MO,clinton,dem,25
2016-03-12,17:00:00,MO,clinton,dem,25
2016-03-12,18:00:00,MO,clinton,dem,25
2016-03-12,19:00:00,MO,clinton,dem,23
2016-03-12,20:00:00,MO,clinton,dem,21
2016-03-12,21:00:00,MO,clinton,dem,22
2016-03-12,22:00:00,MO,clinton,dem,23
2016-03-12,23:00:00,MO,clinton,dem,22
2016-03-13,0:00:00,MO,clinton,dem,24
2016-03-13,1:00:00,MO,clinton,dem,24
2016-03-13,2:00:00,MO,clinton,dem,24
2016-03-13,3:00:00,MO,clinton,dem,25
2016-03-13,4:00:00,MO,clinton,dem,29
2016-03-13,5:00:00,MO,clinton,dem,27
2016-03-13,6:00:00,MO,clinton,dem,25
2016-03-13,7:00:00,MO,clinton,dem,17
2016-03-13,8:00:00,MO,clinton,dem,20
2016-03-13,9:00:00,MO,clinton,dem,18
2016-03-13,10:00:00,MO,clinton,dem,15
2016-03-13,11:00:00,MO,clinton,dem,22
2016-03-13,12:00:00,MO,clinton,dem,22
2016-03-13,13:00:00,MO,clinton,dem,31
2016-03-13,14:00:00,MO,clinton,dem,29
2016-03-13,15:00:00,MO,clinton,dem,23
2016-03-13,16:00:00,MO,clinton,dem,22
2016-03-13,17:00:00,MO,clinton,dem,20
2016-03-13,18:00:00,MO,clinton,dem,20
2016-03-13,19:00:00,MO,clinton,dem,23
2016-03-13,20:00:00,MO,clinton,dem,18
2016-03-13,21:00:00,MO,clinton,dem,18
2016-03-13,22:00:00,MO,clinton,dem,22
2016-03-13,23:00:00,MO,clinton,dem,18
2016-03-14,0:00:00,MO,clinton,dem,22
2016-03-14,1:00:00,MO,clinton,dem,29
2016-03-14,2:00:00,MO,clinton,dem,25
2016-03-14,3:00:00,MO,clinton,dem,32
2016-03-14,4:00:00,MO,clinton,dem,29
2016-03-14,5:00:00,MO,clinton,dem,28
2016-03-14,6:00:00,MO,clinton,dem,16
2016-03-14,7:00:00,MO,clinton,dem,23
2016-03-14,8:00:00,MO,clinton,dem,30
2016-03-14,9:00:00,MO,clinton,dem,17
2016-03-14,10:00:00,MO,clinton,dem,21
2016-03-14,11:00:00,MO,clinton,dem,24
2016-03-14,12:00:00,MO,clinton,dem,22
2016-03-14,13:00:00,MO,clinton,dem,21
2016-03-14,14:00:00,MO,clinton,dem,22
2016-03-14,15:00:00,MO,clinton,dem,19
2016-03-14,16:00:00,MO,clinton,dem,22
2016-03-14,17:00:00,MO,clinton,dem,24
2016-03-14,18:00:00,MO,clinton,dem,23
2016-03-14,19:00:00,MO,clinton,dem,20
2016-03-14,20:00:00,MO,clinton,dem,22
2016-03-14,21:00:00,MO,clinton,dem,21
2016-03-14,22:00:00,MO,clinton,dem,29
2016-03-14,23:00:00,MO,clinton,dem,38
2016-03-15,0:00:00,MO,clinton,dem,33
2016-03-15,1:00:00,MO,clinton,dem,32
2016-03-15,2:00:00,MO,clinton,dem,41
2016-03-15,3:00:00,MO,clinton,dem,49
2016-03-15,4:00:00,MO,clinton,dem,40
2016-03-15,5:00:00,MO,clinton,dem,35
2016-03-15,6:00:00,MO,clinton,dem,39
2016-03-15,7:00:00,MO,clinton,dem,32
2016-03-15,8:00:00,MO,clinton,dem,34
2016-03-15,9:00:00,MO,clinton,dem,26
2016-03-15,10:00:00,MO,clinton,dem,31
2016-03-15,11:00:00,MO,clinton,dem,49
2016-03-15,12:00:00,MO,clinton,dem,47
2016-03-15,13:00:00,MO,clinton,dem,39
2016-03-15,14:00:00,MO,clinton,dem,45
2016-03-15,15:00:00,MO,clinton,dem,41
2016-03-15,16:00:00,MO,clinton,dem,38
2016-03-15,17:00:00,MO,clinton,dem,41
2016-03-15,18:00:00,MO,clinton,dem,40
2016-03-15,19:00:00,MO,clinton,dem,39
2016-03-15,20:00:00,MO,clinton,dem,36
2016-03-15,21:00:00,MO,clinton,dem,42
2016-03-15,22:00:00,MO,clinton,dem,50
2016-03-15,23:00:00,MO,clinton,dem,45
2016-03-16,0:00:00,MO,clinton,dem,86
2016-03-16,1:00:00,MO,clinton,dem,100
2016-03-16,2:00:00,MO,clinton,dem,87
2016-03-16,3:00:00,MO,clinton,dem,88
2016-03-09,4:00:00,NC,clinton,dem,38
2016-03-09,5:00:00,NC,clinton,dem,38
2016-03-09,6:00:00,NC,clinton,dem,30
2016-03-09,7:00:00,NC,clinton,dem,24
2016-03-09,8:00:00,NC,clinton,dem,26
2016-03-09,9:00:00,NC,clinton,dem,33
2016-03-09,10:00:00,NC,clinton,dem,27
2016-03-09,11:00:00,NC,clinton,dem,27
2016-03-09,12:00:00,NC,clinton,dem,28
2016-03-09,13:00:00,NC,clinton,dem,23
2016-03-09,14:00:00,NC,clinton,dem,20
2016-03-09,15:00:00,NC,clinton,dem,18
2016-03-09,16:00:00,NC,clinton,dem,17
2016-03-09,17:00:00,NC,clinton,dem,19
2016-03-09,18:00:00,NC,clinton,dem,18
2016-03-09,19:00:00,NC,clinton,dem,16
2016-03-09,20:00:00,NC,clinton,dem,17
2016-03-09,21:00:00,NC,clinton,dem,15
2016-03-09,22:00:00,NC,clinton,dem,18
2016-03-09,23:00:00,NC,clinton,dem,22
2016-03-10,0:00:00,NC,clinton,dem,19
2016-03-10,1:00:00,NC,clinton,dem,21
2016-03-10,2:00:00,NC,clinton,dem,35
2016-03-10,3:00:00,NC,clinton,dem,38
2016-03-10,4:00:00,NC,clinton,dem,32
2016-03-10,5:00:00,NC,clinton,dem,32
2016-03-10,6:00:00,NC,clinton,dem,23
2016-03-10,7:00:00,NC,clinton,dem,23
2016-03-10,8:00:00,NC,clinton,dem,21
2016-03-10,9:00:00,NC,clinton,dem,16
2016-03-10,10:00:00,NC,clinton,dem,20
2016-03-10,11:00:00,NC,clinton,dem,22
2016-03-10,12:00:00,NC,clinton,dem,24
2016-03-10,13:00:00,NC,clinton,dem,22
2016-03-10,14:00:00,NC,clinton,dem,21
2016-03-10,15:00:00,NC,clinton,dem,19
2016-03-10,16:00:00,NC,clinton,dem,18
2016-03-10,17:00:00,NC,clinton,dem,19
2016-03-10,18:00:00,NC,clinton,dem,18
2016-03-10,19:00:00,NC,clinton,dem,17
2016-03-10,20:00:00,NC,clinton,dem,19
2016-03-10,21:00:00,NC,clinton,dem,18
2016-03-10,22:00:00,NC,clinton,dem,21
2016-03-10,23:00:00,NC,clinton,dem,20
2016-03-11,0:00:00,NC,clinton,dem,21
2016-03-11,1:00:00,NC,clinton,dem,22
2016-03-11,2:00:00,NC,clinton,dem,23
2016-03-11,3:00:00,NC,clinton,dem,25
2016-03-11,4:00:00,NC,clinton,dem,25
2016-03-11,5:00:00,NC,clinton,dem,24
2016-03-11,6:00:00,NC,clinton,dem,20
2016-03-11,7:00:00,NC,clinton,dem,17
2016-03-11,8:00:00,NC,clinton,dem,13
2016-03-11,9:00:00,NC,clinton,dem,18
2016-03-11,10:00:00,NC,clinton,dem,12
2016-03-11,11:00:00,NC,clinton,dem,18
2016-03-11,12:00:00,NC,clinton,dem,17
2016-03-11,13:00:00,NC,clinton,dem,14
2016-03-11,14:00:00,NC,clinton,dem,15
2016-03-11,15:00:00,NC,clinton,dem,15
2016-03-11,16:00:00,NC,clinton,dem,15
2016-03-11,17:00:00,NC,clinton,dem,16
2016-03-11,18:00:00,NC,clinton,dem,16
2016-03-11,19:00:00,NC,clinton,dem,16
2016-03-11,20:00:00,NC,clinton,dem,15
2016-03-11,21:00:00,NC,clinton,dem,16
2016-03-11,22:00:00,NC,clinton,dem,19
2016-03-11,23:00:00,NC,clinton,dem,19
2016-03-12,0:00:00,NC,clinton,dem,21
2016-03-12,1:00:00,NC,clinton,dem,22
2016-03-12,2:00:00,NC,clinton,dem,20
2016-03-12,3:00:00,NC,clinton,dem,20
2016-03-12,4:00:00,NC,clinton,dem,21
2016-03-12,5:00:00,NC,clinton,dem,21
2016-03-12,6:00:00,NC,clinton,dem,21
2016-03-12,7:00:00,NC,clinton,dem,19
2016-03-12,8:00:00,NC,clinton,dem,17
2016-03-12,9:00:00,NC,clinton,dem,15
2016-03-12,10:00:00,NC,clinton,dem,14
2016-03-12,11:00:00,NC,clinton,dem,19
2016-03-12,12:00:00,NC,clinton,dem,19
2016-03-12,13:00:00,NC,clinton,dem,17
2016-03-12,14:00:00,NC,clinton,dem,17
2016-03-12,15:00:00,NC,clinton,dem,15
2016-03-12,16:00:00,NC,clinton,dem,15
2016-03-12,17:00:00,NC,clinton,dem,13
2016-03-12,18:00:00,NC,clinton,dem,13
2016-03-12,19:00:00,NC,clinton,dem,12
2016-03-12,20:00:00,NC,clinton,dem,12
2016-03-12,21:00:00,NC,clinton,dem,14
2016-03-12,22:00:00,NC,clinton,dem,15
2016-03-12,23:00:00,NC,clinton,dem,17
2016-03-13,0:00:00,NC,clinton,dem,18
2016-03-13,1:00:00,NC,clinton,dem,18
2016-03-13,2:00:00,NC,clinton,dem,17
2016-03-13,3:00:00,NC,clinton,dem,18
2016-03-13,4:00:00,NC,clinton,dem,21
2016-03-13,5:00:00,NC,clinton,dem,19
2016-03-13,6:00:00,NC,clinton,dem,13
2016-03-13,7:00:00,NC,clinton,dem,11
2016-03-13,8:00:00,NC,clinton,dem,16
2016-03-13,9:00:00,NC,clinton,dem,10
2016-03-13,10:00:00,NC,clinton,dem,19
2016-03-13,11:00:00,NC,clinton,dem,15
2016-03-13,12:00:00,NC,clinton,dem,20
2016-03-13,13:00:00,NC,clinton,dem,22
2016-03-13,14:00:00,NC,clinton,dem,20
2016-03-13,15:00:00,NC,clinton,dem,17
2016-03-13,16:00:00,NC,clinton,dem,15
2016-03-13,17:00:00,NC,clinton,dem,16
2016-03-13,18:00:00,NC,clinton,dem,15
2016-03-13,19:00:00,NC,clinton,dem,15
2016-03-13,20:00:00,NC,clinton,dem,15
2016-03-13,21:00:00,NC,clinton,dem,16
2016-03-13,22:00:00,NC,clinton,dem,18
2016-03-13,23:00:00,NC,clinton,dem,16
2016-03-14,0:00:00,NC,clinton,dem,19
2016-03-14,1:00:00,NC,clinton,dem,28
2016-03-14,2:00:00,NC,clinton,dem,22
2016-03-14,3:00:00,NC,clinton,dem,24
2016-03-14,4:00:00,NC,clinton,dem,20
2016-03-14,5:00:00,NC,clinton,dem,16
2016-03-14,6:00:00,NC,clinton,dem,16
2016-03-14,7:00:00,NC,clinton,dem,18
2016-03-14,8:00:00,NC,clinton,dem,23
2016-03-14,9:00:00,NC,clinton,dem,17
2016-03-14,10:00:00,NC,clinton,dem,19
2016-03-14,11:00:00,NC,clinton,dem,19
2016-03-14,12:00:00,NC,clinton,dem,20
2016-03-14,13:00:00,NC,clinton,dem,19
2016-03-14,14:00:00,NC,clinton,dem,18
2016-03-14,15:00:00,NC,clinton,dem,20
2016-03-14,16:00:00,NC,clinton,dem,20
2016-03-14,17:00:00,NC,clinton,dem,19
2016-03-14,18:00:00,NC,clinton,dem,17
2016-03-14,19:00:00,NC,clinton,dem,18
2016-03-14,20:00:00,NC,clinton,dem,18
2016-03-14,21:00:00,NC,clinton,dem,22
2016-03-14,22:00:00,NC,clinton,dem,26
2016-03-14,23:00:00,NC,clinton,dem,28
2016-03-15,0:00:00,NC,clinton,dem,25
2016-03-15,1:00:00,NC,clinton,dem,29
2016-03-15,2:00:00,NC,clinton,dem,30
2016-03-15,3:00:00,NC,clinton,dem,31
2016-03-15,4:00:00,NC,clinton,dem,31
2016-03-15,5:00:00,NC,clinton,dem,28
2016-03-15,6:00:00,NC,clinton,dem,18
2016-03-15,7:00:00,NC,clinton,dem,23
2016-03-15,8:00:00,NC,clinton,dem,23
2016-03-15,9:00:00,NC,clinton,dem,26
2016-03-15,10:00:00,NC,clinton,dem,29
2016-03-15,11:00:00,NC,clinton,dem,32
2016-03-15,12:00:00,NC,clinton,dem,35
2016-03-15,13:00:00,NC,clinton,dem,32
2016-03-15,14:00:00,NC,clinton,dem,30
2016-03-15,15:00:00,NC,clinton,dem,28
2016-03-15,16:00:00,NC,clinton,dem,32
2016-03-15,17:00:00,NC,clinton,dem,33
2016-03-15,18:00:00,NC,clinton,dem,28
2016-03-15,19:00:00,NC,clinton,dem,29
2016-03-15,20:00:00,NC,clinton,dem,31
2016-03-15,21:00:00,NC,clinton,dem,33
2016-03-15,22:00:00,NC,clinton,dem,38
2016-03-15,23:00:00,NC,clinton,dem,35
2016-03-16,0:00:00,NC,clinton,dem,85
2016-03-16,1:00:00,NC,clinton,dem,100
2016-03-16,2:00:00,NC,clinton,dem,80
2016-03-16,3:00:00,NC,clinton,dem,72
2016-03-09,4:00:00,OH,clinton,dem,38
2016-03-09,5:00:00,OH,clinton,dem,34
2016-03-09,6:00:00,OH,clinton,dem,23
2016-03-09,7:00:00,OH,clinton,dem,20
2016-03-09,8:00:00,OH,clinton,dem,21
2016-03-09,9:00:00,OH,clinton,dem,27
2016-03-09,10:00:00,OH,clinton,dem,29
2016-03-09,11:00:00,OH,clinton,dem,27
2016-03-09,12:00:00,OH,clinton,dem,22
2016-03-09,13:00:00,OH,clinton,dem,18
2016-03-09,14:00:00,OH,clinton,dem,17
2016-03-09,15:00:00,OH,clinton,dem,14
2016-03-09,16:00:00,OH,clinton,dem,14
2016-03-09,17:00:00,OH,clinton,dem,16
2016-03-09,18:00:00,OH,clinton,dem,14
2016-03-09,19:00:00,OH,clinton,dem,12
2016-03-09,20:00:00,OH,clinton,dem,12
2016-03-09,21:00:00,OH,clinton,dem,13
2016-03-09,22:00:00,OH,clinton,dem,14
2016-03-09,23:00:00,OH,clinton,dem,18
2016-03-10,0:00:00,OH,clinton,dem,17
2016-03-10,1:00:00,OH,clinton,dem,17
2016-03-10,2:00:00,OH,clinton,dem,24
2016-03-10,3:00:00,OH,clinton,dem,28
2016-03-10,4:00:00,OH,clinton,dem,24
2016-03-10,5:00:00,OH,clinton,dem,22
2016-03-10,6:00:00,OH,clinton,dem,22
2016-03-10,7:00:00,OH,clinton,dem,16
2016-03-10,8:00:00,OH,clinton,dem,15
2016-03-10,9:00:00,OH,clinton,dem,17
2016-03-10,10:00:00,OH,clinton,dem,17
2016-03-10,11:00:00,OH,clinton,dem,19
2016-03-10,12:00:00,OH,clinton,dem,16
2016-03-10,13:00:00,OH,clinton,dem,15
2016-03-10,14:00:00,OH,clinton,dem,14
2016-03-10,15:00:00,OH,clinton,dem,13
2016-03-10,16:00:00,OH,clinton,dem,13
2016-03-10,17:00:00,OH,clinton,dem,15
2016-03-10,18:00:00,OH,clinton,dem,13
2016-03-10,19:00:00,OH,clinton,dem,13
2016-03-10,20:00:00,OH,clinton,dem,12
2016-03-10,21:00:00,OH,clinton,dem,11
2016-03-10,22:00:00,OH,clinton,dem,14
2016-03-10,23:00:00,OH,clinton,dem,16
2016-03-11,0:00:00,OH,clinton,dem,16
2016-03-11,1:00:00,OH,clinton,dem,16
2016-03-11,2:00:00,OH,clinton,dem,17
2016-03-11,3:00:00,OH,clinton,dem,21
2016-03-11,4:00:00,OH,clinton,dem,23
2016-03-11,5:00:00,OH,clinton,dem,18
2016-03-11,6:00:00,OH,clinton,dem,15
2016-03-11,7:00:00,OH,clinton,dem,12
2016-03-11,8:00:00,OH,clinton,dem,14
2016-03-11,9:00:00,OH,clinton,dem,15
2016-03-11,10:00:00,OH,clinton,dem,11
2016-03-11,11:00:00,OH,clinton,dem,14
2016-03-11,12:00:00,OH,clinton,dem,13
2016-03-11,13:00:00,OH,clinton,dem,12
2016-03-11,14:00:00,OH,clinton,dem,13
2016-03-11,15:00:00,OH,clinton,dem,11
2016-03-11,16:00:00,OH,clinton,dem,12
2016-03-11,17:00:00,OH,clinton,dem,14
2016-03-11,18:00:00,OH,clinton,dem,12
2016-03-11,19:00:00,OH,clinton,dem,12
2016-03-11,20:00:00,OH,clinton,dem,11
2016-03-11,21:00:00,OH,clinton,dem,12
2016-03-11,22:00:00,OH,clinton,dem,15
2016-03-11,23:00:00,OH,clinton,dem,17
2016-03-12,0:00:00,OH,clinton,dem,17
2016-03-12,1:00:00,OH,clinton,dem,16
2016-03-12,2:00:00,OH,clinton,dem,18
2016-03-12,3:00:00,OH,clinton,dem,18
2016-03-12,4:00:00,OH,clinton,dem,21
2016-03-12,5:00:00,OH,clinton,dem,19
2016-03-12,6:00:00,OH,clinton,dem,17
2016-03-12,7:00:00,OH,clinton,dem,17
2016-03-12,8:00:00,OH,clinton,dem,15
2016-03-12,9:00:00,OH,clinton,dem,12
2016-03-12,10:00:00,OH,clinton,dem,13
2016-03-12,11:00:00,OH,clinton,dem,19
2016-03-12,12:00:00,OH,clinton,dem,17
2016-03-12,13:00:00,OH,clinton,dem,17
2016-03-12,14:00:00,OH,clinton,dem,17
2016-03-12,15:00:00,OH,clinton,dem,15
2016-03-12,16:00:00,OH,clinton,dem,15
2016-03-12,17:00:00,OH,clinton,dem,14
2016-03-12,18:00:00,OH,clinton,dem,14
2016-03-12,19:00:00,OH,clinton,dem,15
2016-03-12,20:00:00,OH,clinton,dem,15
2016-03-12,21:00:00,OH,clinton,dem,15
2016-03-12,22:00:00,OH,clinton,dem,15
2016-03-12,23:00:00,OH,clinton,dem,19
2016-03-13,0:00:00,OH,clinton,dem,18
2016-03-13,1:00:00,OH,clinton,dem,17
2016-03-13,2:00:00,OH,clinton,dem,17
2016-03-13,3:00:00,OH,clinton,dem,20
2016-03-13,4:00:00,OH,clinton,dem,23
2016-03-13,5:00:00,OH,clinton,dem,17
2016-03-13,6:00:00,OH,clinton,dem,18
2016-03-13,7:00:00,OH,clinton,dem,15
2016-03-13,8:00:00,OH,clinton,dem,12
2016-03-13,9:00:00,OH,clinton,dem,18
2016-03-13,10:00:00,OH,clinton,dem,18
2016-03-13,11:00:00,OH,clinton,dem,18
2016-03-13,12:00:00,OH,clinton,dem,19
2016-03-13,13:00:00,OH,clinton,dem,22
2016-03-13,14:00:00,OH,clinton,dem,21
2016-03-13,15:00:00,OH,clinton,dem,18
2016-03-13,16:00:00,OH,clinton,dem,17
2016-03-13,17:00:00,OH,clinton,dem,17
2016-03-13,18:00:00,OH,clinton,dem,17
2016-03-13,19:00:00,OH,clinton,dem,18
2016-03-13,20:00:00,OH,clinton,dem,17
2016-03-13,21:00:00,OH,clinton,dem,15
2016-03-13,22:00:00,OH,clinton,dem,17
2016-03-13,23:00:00,OH,clinton,dem,19
2016-03-14,0:00:00,OH,clinton,dem,22
2016-03-14,1:00:00,OH,clinton,dem,33
2016-03-14,2:00:00,OH,clinton,dem,22
2016-03-14,3:00:00,OH,clinton,dem,24
2016-03-14,4:00:00,OH,clinton,dem,22
2016-03-14,5:00:00,OH,clinton,dem,18
2016-03-14,6:00:00,OH,clinton,dem,17
2016-03-14,7:00:00,OH,clinton,dem,18
2016-03-14,8:00:00,OH,clinton,dem,16
2016-03-14,9:00:00,OH,clinton,dem,17
2016-03-14,10:00:00,OH,clinton,dem,21
2016-03-14,11:00:00,OH,clinton,dem,18
2016-03-14,12:00:00,OH,clinton,dem,18
2016-03-14,13:00:00,OH,clinton,dem,18
2016-03-14,14:00:00,OH,clinton,dem,17
2016-03-14,15:00:00,OH,clinton,dem,15
2016-03-14,16:00:00,OH,clinton,dem,19
2016-03-14,17:00:00,OH,clinton,dem,17
2016-03-14,18:00:00,OH,clinton,dem,15
2016-03-14,19:00:00,OH,clinton,dem,15
2016-03-14,20:00:00,OH,clinton,dem,16
2016-03-14,21:00:00,OH,clinton,dem,20
2016-03-14,22:00:00,OH,clinton,dem,26
2016-03-14,23:00:00,OH,clinton,dem,27
2016-03-15,0:00:00,OH,clinton,dem,25
2016-03-15,1:00:00,OH,clinton,dem,26
2016-03-15,2:00:00,OH,clinton,dem,29
2016-03-15,3:00:00,OH,clinton,dem,34
2016-03-15,4:00:00,OH,clinton,dem,25
2016-03-15,5:00:00,OH,clinton,dem,26
2016-03-15,6:00:00,OH,clinton,dem,23
2016-03-15,7:00:00,OH,clinton,dem,23
2016-03-15,8:00:00,OH,clinton,dem,20
2016-03-15,9:00:00,OH,clinton,dem,27
2016-03-15,10:00:00,OH,clinton,dem,34
2016-03-15,11:00:00,OH,clinton,dem,34
2016-03-15,12:00:00,OH,clinton,dem,31
2016-03-15,13:00:00,OH,clinton,dem,32
2016-03-15,14:00:00,OH,clinton,dem,32
2016-03-15,15:00:00,OH,clinton,dem,30
2016-03-15,16:00:00,OH,clinton,dem,32
2016-03-15,17:00:00,OH,clinton,dem,30
2016-03-15,18:00:00,OH,clinton,dem,29
2016-03-15,19:00:00,OH,clinton,dem,28
2016-03-15,20:00:00,OH,clinton,dem,30
2016-03-15,21:00:00,OH,clinton,dem,32
2016-03-15,22:00:00,OH,clinton,dem,37
2016-03-15,23:00:00,OH,clinton,dem,37
2016-03-16,0:00:00,OH,clinton,dem,75
2016-03-16,1:00:00,OH,clinton,dem,100
2016-03-16,2:00:00,OH,clinton,dem,73
2016-03-16,3:00:00,OH,clinton,dem,66
2016-03-16,5:00:00,AZ,clinton,dem,52
2016-03-16,6:00:00,AZ,clinton,dem,43
2016-03-16,7:00:00,AZ,clinton,dem,38
2016-03-16,8:00:00,AZ,clinton,dem,37
2016-03-16,9:00:00,AZ,clinton,dem,46
2016-03-16,10:00:00,AZ,clinton,dem,39
2016-03-16,11:00:00,AZ,clinton,dem,42
2016-03-16,12:00:00,AZ,clinton,dem,37
2016-03-16,13:00:00,AZ,clinton,dem,38
2016-03-16,14:00:00,AZ,clinton,dem,30
2016-03-16,15:00:00,AZ,clinton,dem,27
2016-03-16,16:00:00,AZ,clinton,dem,23
2016-03-16,17:00:00,AZ,clinton,dem,22
2016-03-16,18:00:00,AZ,clinton,dem,21
2016-03-16,19:00:00,AZ,clinton,dem,21
2016-03-16,20:00:00,AZ,clinton,dem,20
2016-03-16,21:00:00,AZ,clinton,dem,21
2016-03-16,22:00:00,AZ,clinton,dem,19
2016-03-16,23:00:00,AZ,clinton,dem,23
2016-03-17,0:00:00,AZ,clinton,dem,27
2016-03-17,1:00:00,AZ,clinton,dem,29
2016-03-17,2:00:00,AZ,clinton,dem,32
2016-03-17,3:00:00,AZ,clinton,dem,26
2016-03-17,4:00:00,AZ,clinton,dem,27
2016-03-17,5:00:00,AZ,clinton,dem,30
2016-03-17,6:00:00,AZ,clinton,dem,25
2016-03-17,7:00:00,AZ,clinton,dem,25
2016-03-17,8:00:00,AZ,clinton,dem,26
2016-03-17,9:00:00,AZ,clinton,dem,28
2016-03-17,10:00:00,AZ,clinton,dem,18
2016-03-17,11:00:00,AZ,clinton,dem,19
2016-03-17,12:00:00,AZ,clinton,dem,19
2016-03-17,13:00:00,AZ,clinton,dem,20
2016-03-17,14:00:00,AZ,clinton,dem,23
2016-03-17,15:00:00,AZ,clinton,dem,21
2016-03-17,16:00:00,AZ,clinton,dem,19
2016-03-17,17:00:00,AZ,clinton,dem,18
2016-03-17,18:00:00,AZ,clinton,dem,18
2016-03-17,19:00:00,AZ,clinton,dem,21
2016-03-17,20:00:00,AZ,clinton,dem,17
2016-03-17,21:00:00,AZ,clinton,dem,17
2016-03-17,22:00:00,AZ,clinton,dem,21
2016-03-17,23:00:00,AZ,clinton,dem,19
2016-03-18,0:00:00,AZ,clinton,dem,22
2016-03-18,1:00:00,AZ,clinton,dem,26
2016-03-18,2:00:00,AZ,clinton,dem,24
2016-03-18,3:00:00,AZ,clinton,dem,27
2016-03-18,4:00:00,AZ,clinton,dem,28
2016-03-18,5:00:00,AZ,clinton,dem,28
2016-03-18,6:00:00,AZ,clinton,dem,24
2016-03-18,7:00:00,AZ,clinton,dem,19
2016-03-18,8:00:00,AZ,clinton,dem,27
2016-03-18,9:00:00,AZ,clinton,dem,22
2016-03-18,10:00:00,AZ,clinton,dem,17
2016-03-18,11:00:00,AZ,clinton,dem,17
2016-03-18,12:00:00,AZ,clinton,dem,16
2016-03-18,13:00:00,AZ,clinton,dem,25
2016-03-18,14:00:00,AZ,clinton,dem,22
2016-03-18,15:00:00,AZ,clinton,dem,19
2016-03-18,16:00:00,AZ,clinton,dem,18
2016-03-18,17:00:00,AZ,clinton,dem,20
2016-03-18,18:00:00,AZ,clinton,dem,18
2016-03-18,19:00:00,AZ,clinton,dem,17
2016-03-18,20:00:00,AZ,clinton,dem,18
2016-03-18,21:00:00,AZ,clinton,dem,18
2016-03-18,22:00:00,AZ,clinton,dem,18
2016-03-18,23:00:00,AZ,clinton,dem,19
2016-03-19,0:00:00,AZ,clinton,dem,24
2016-03-19,1:00:00,AZ,clinton,dem,23
2016-03-19,2:00:00,AZ,clinton,dem,22
2016-03-19,3:00:00,AZ,clinton,dem,20
2016-03-19,4:00:00,AZ,clinton,dem,22
2016-03-19,5:00:00,AZ,clinton,dem,28
2016-03-19,6:00:00,AZ,clinton,dem,19
2016-03-19,7:00:00,AZ,clinton,dem,16
2016-03-19,8:00:00,AZ,clinton,dem,20
2016-03-19,9:00:00,AZ,clinton,dem,14
2016-03-19,10:00:00,AZ,clinton,dem,16
2016-03-19,11:00:00,AZ,clinton,dem,17
2016-03-19,12:00:00,AZ,clinton,dem,17
2016-03-19,13:00:00,AZ,clinton,dem,24
2016-03-19,14:00:00,AZ,clinton,dem,21
2016-03-19,15:00:00,AZ,clinton,dem,23
2016-03-19,16:00:00,AZ,clinton,dem,19
2016-03-19,17:00:00,AZ,clinton,dem,16
2016-03-19,18:00:00,AZ,clinton,dem,20
2016-03-19,19:00:00,AZ,clinton,dem,26
2016-03-19,20:00:00,AZ,clinton,dem,20
2016-03-19,21:00:00,AZ,clinton,dem,21
2016-03-19,22:00:00,AZ,clinton,dem,17
2016-03-19,23:00:00,AZ,clinton,dem,20
2016-03-20,0:00:00,AZ,clinton,dem,22
2016-03-20,1:00:00,AZ,clinton,dem,21
2016-03-20,2:00:00,AZ,clinton,dem,20
2016-03-20,3:00:00,AZ,clinton,dem,19
2016-03-20,4:00:00,AZ,clinton,dem,21
2016-03-20,5:00:00,AZ,clinton,dem,26
2016-03-20,6:00:00,AZ,clinton,dem,21
2016-03-20,7:00:00,AZ,clinton,dem,19
2016-03-20,8:00:00,AZ,clinton,dem,24
2016-03-20,9:00:00,AZ,clinton,dem,16
2016-03-20,10:00:00,AZ,clinton,dem,9
2016-03-20,11:00:00,AZ,clinton,dem,23
2016-03-20,12:00:00,AZ,clinton,dem,32
